City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
351,Ostrovnoy,RU,68.0531,39.5131,7.7,96,100,6.26,overcast clouds
352,Culpeper,US,38.5004,-77.9664,60.21,93,100,4.61,moderate rain
353,Shu,KZ,43.5983,73.7614,36.37,65,4,1.9,clear sky
354,Saint-Georges,GD,12.0564,-61.7485,76.68,83,20,5.75,few clouds
355,Tarakan,ID,3.3,117.6333,85.5,66,40,6.91,scattered clouds
356,Naberera,TZ,-4.2,36.9333,65.75,78,100,3.74,overcast clouds
357,Jiamusi,CN,46.8333,130.35,9.28,67,39,10.42,scattered clouds
358,Ambilobe,MG,-13.2,49.05,78.78,86,98,9.69,light rain
359,Awjilah,LY,29.1081,21.2869,49.39,64,27,11.1,scattered clouds
360,Sterling,US,39.0062,-77.4286,60.66,97,100,4.0,mist
361,Buin,CL,-33.7333,-70.75,69.73,79,0,1.28,clear sky
362,Mana,GF,5.6592,-53.7767,75.29,91,89,7.74,overcast clouds
363,Kem,RU,64.9555,34.5793,-0.74,99,94,3.51,overcast clouds
364,Westport,US,41.1415,-73.3579,51.94,97,100,1.01,overcast clouds
365,Bengkulu,ID,-3.8004,102.2655,81.34,73,96,3.29,overcast clouds
366,Kangaatsiaq,GL,68.3065,-53.4641,9.09,84,100,21.63,overcast clouds
367,Bagnols-Sur-Ceze,FR,44.1599,4.6178,46.94,85,100,3.44,overcast clouds
368,Sampit,ID,-2.5333,112.95,88.12,61,100,2.44,overcast clouds
369,Zhangye,CN,38.9342,100.4517,26.35,28,85,1.79,overcast clouds
370,Kamisu,JP,35.8907,140.6686,48.25,63,100,1.68,overcast clouds
371,Chapais,CA,49.7834,-74.8492,-27.62,100,41,2.75,scattered clouds
372,Ati,TD,13.2154,18.3353,58.21,23,18,12.01,few clouds
373,Hami,CN,42.8,93.45,27.57,28,10,3.18,clear sky
374,Galion,US,40.7337,-82.7899,21.67,91,100,5.99,overcast clouds
375,Odienne,CI,9.51,-7.5692,65.26,17,1,3.04,clear sky
376,Scottsbluff,US,41.8666,-103.6672,10.29,78,0,6.91,clear sky
377,Ascension,US,30.2169,-90.9001,45.0,94,100,8.05,moderate rain
378,Faanui,PF,-16.4833,-151.75,81.28,72,4,15.61,clear sky
379,Natal,BR,-5.795,-35.2094,80.82,78,40,9.22,scattered clouds
380,South Ogden,US,41.1919,-111.9713,24.28,72,0,1.01,clear sky
381,Brufut,GM,13.3814,-16.7518,73.31,52,0,7.25,clear sky
382,Paamiut,GL,61.994,-49.6678,20.46,73,100,25.72,overcast clouds
383,Uthal,PK,25.8072,66.6219,69.12,13,0,9.62,clear sky
384,Muzhi,RU,65.3667,64.6667,0.41,97,100,2.26,light snow
385,Omboue,GA,-1.5746,9.2618,75.09,88,100,1.41,overcast clouds
386,Williams Lake,CA,52.1415,-122.1445,27.97,89,100,6.91,overcast clouds
387,Verkhnyaya Inta,RU,65.9811,60.3094,14.72,96,100,6.58,overcast clouds
388,Khani,GE,41.9563,42.9566,31.57,81,100,4.85,overcast clouds
389,Bemidji,US,47.4736,-94.8803,-1.95,64,100,8.05,overcast clouds
390,Auce,LV,56.4598,22.9017,21.65,93,97,8.63,overcast clouds
391,Fortuna,US,40.5982,-124.1573,42.66,93,100,0.0,overcast clouds
392,Terny,UA,50.9833,33.9833,16.39,95,96,10.36,overcast clouds
393,West Bay,KY,19.3667,-81.4167,78.08,90,19,1.01,few clouds
394,Boffa,GN,10.1667,-14.0333,71.51,92,0,5.01,clear sky
395,Bud,US,39.447,-86.1758,22.3,93,100,13.89,light snow
396,Tabat,ID,-2.635,115.2274,82.45,80,100,1.61,overcast clouds
397,Caucaia,BR,-3.7361,-38.6531,82.35,76,75,6.91,broken clouds
398,Kankaanpaa,FI,61.8,22.4167,14.81,94,96,10.38,overcast clouds
399,Nikolayevsk-Na-Amure,RU,53.1406,140.73,4.48,90,100,6.78,overcast clouds
400,Lazaro Cardenas,MX,17.9583,-102.2,69.71,81,0,4.5,clear sky
401,Murgab,TM,37.4966,61.9714,46.27,61,0,13.8,clear sky
402,Maridi,SS,4.9158,29.4742,74.82,36,94,3.71,overcast clouds
403,Shimoda,JP,34.6667,138.95,46.76,58,97,4.38,overcast clouds
404,Belaya Glina,RU,46.07,40.86,36.68,98,100,8.66,light rain
405,Khed,IN,17.7167,73.3833,81.77,44,99,3.02,overcast clouds
406,San Felipe,VE,10.3399,-68.7425,70.38,96,83,3.47,broken clouds
407,Saravan,AM,39.7196,45.6483,25.45,75,52,4.36,broken clouds
408,Wanning,CN,18.8003,110.3967,66.9,84,100,12.75,overcast clouds
409,Springdale,US,36.1867,-94.1288,17.33,87,100,8.01,overcast clouds
410,Sakakah,SA,29.9697,40.2064,51.37,52,0,9.93,clear sky
411,Caraquet,CA,47.7941,-64.9386,18.14,93,100,3.89,snow
412,Totness,SR,5.8833,-56.3167,77.07,82,52,10.27,broken clouds
413,Tuskegee,US,32.424,-85.6916,65.55,100,100,8.01,heavy intensity rain
414,Taunggyi,MM,20.7833,97.0333,71.65,22,2,4.59,clear sky
415,Warri,NG,5.5167,5.75,75.63,89,39,1.19,scattered clouds
416,Manuk Mangkaw,PH,4.8,119.85,81.48,72,71,8.93,light rain
417,Kailua,US,21.4022,-157.7394,76.98,73,75,4.61,broken clouds
418,Asheboro,US,35.7079,-79.8136,64.47,81,100,5.01,overcast clouds
419,Paithan,IN,19.4833,75.3833,69.48,41,62,8.39,broken clouds
420,Espanola,US,35.9911,-106.0806,17.58,80,72,3.29,broken clouds
421,Matara,LK,5.9485,80.5353,83.57,62,8,4.88,clear sky
422,Ucar,AZ,40.519,47.6542,37.36,45,31,6.6,scattered clouds
423,Salalah,OM,17.0151,54.0924,77.13,30,3,7.27,clear sky
424,Naousa,GR,40.6329,22.0534,33.24,56,68,2.95,broken clouds
425,Caxito,AO,-8.5785,13.6643,72.1,87,100,3.98,overcast clouds
426,Panama City,PA,8.9936,-79.5197,78.42,79,20,4.0,few clouds
427,Youghal,IE,51.95,-7.8506,39.58,100,81,11.48,broken clouds
428,Ferkessedougou,CI,9.6,-5.2,67.3,14,0,4.03,clear sky
429,Minsk,BY,53.9,27.5667,13.75,100,99,1.21,overcast clouds
430,Honggang,CN,46.4667,124.8667,6.46,75,27,9.04,scattered clouds
431,Santa Maria Del Oro,MX,25.9333,-105.3667,42.42,74,0,4.54,clear sky
432,Lampazos De Naranjo,MX,27.0167,-100.5167,36.3,57,60,13.67,broken clouds
433,Sioux Lookout,CA,50.1001,-91.917,-9.02,77,75,2.3,broken clouds
434,Hovd,MN,48.0056,91.6419,-1.48,78,18,3.06,few clouds
435,Biak,ID,-0.9131,122.8766,84.88,61,99,0.98,overcast clouds
436,Davila,PH,18.4726,120.5763,85.98,70,6,25.37,clear sky
437,Savalou,BJ,7.9281,1.9756,74.01,68,4,1.3,clear sky
438,Turukhansk,RU,65.8167,87.9833,9.54,95,99,12.64,light snow
439,Uttaradit,TH,17.6667,100.5,75.96,38,80,1.3,broken clouds
440,Thinadhoo,MV,0.5333,72.9333,82.18,70,85,8.5,overcast clouds
441,Tlaltenango,MX,19.1667,-98.3333,55.45,58,1,1.57,clear sky
442,The Valley,AI,18.217,-63.0578,77.83,74,27,15.75,scattered clouds
443,Georgiyevka,KZ,43.0369,74.7114,30.24,80,0,2.24,clear sky
444,Kapoeta,SS,4.7717,33.5903,81.45,40,98,4.88,overcast clouds
445,La Palma,US,33.8464,-118.0467,61.99,65,20,0.0,few clouds
446,Paragominas,BR,-2.9667,-47.4833,71.6,99,95,2.48,light rain
447,Boysun,UZ,38.2061,67.1986,38.86,43,0,2.24,clear sky
448,Nuuk,GL,64.1835,-51.7216,9.21,94,100,12.75,overcast clouds
449,Baryshivka,UA,50.361,31.3217,23.27,96,42,8.48,scattered clouds
450,Mecca,SA,21.4267,39.8261,70.83,79,47,9.13,scattered clouds
451,Sulangan,PH,11.1373,123.7228,78.4,80,97,14.79,overcast clouds
452,Iskateley,RU,67.6803,53.1512,-1.59,100,98,3.62,overcast clouds
453,Caronport,CA,50.4501,-105.8179,-12.82,100,91,7.0,overcast clouds
454,Sharanga,RU,57.1775,46.5396,11.82,95,100,7.61,overcast clouds
455,Torit,SS,4.4133,32.5678,78.8,41,88,1.79,overcast clouds
456,Pauini,BR,-7.7136,-66.9764,72.09,99,91,1.86,overcast clouds
457,Arman,RU,59.7,150.1667,8.89,73,81,11.59,broken clouds
458,Kananga,CD,-5.8958,22.4178,65.17,96,100,2.98,overcast clouds
459,Burns Lake,CA,54.2331,-125.7533,18.82,99,100,4.52,overcast clouds
460,Nanakuli,US,21.3906,-158.1547,76.95,53,0,9.22,clear sky
461,Tambura,SS,5.6,27.4667,73.13,34,93,3.49,overcast clouds
462,Sabla,NG,12.7525,4.7077,61.16,18,0,16.46,clear sky
463,Kudahuvadhoo,MV,2.6708,72.8944,81.45,71,4,9.22,clear sky
464,Sibolga,ID,1.7427,98.7792,84.16,68,62,3.58,broken clouds
465,Bada,RU,51.392,109.8717,8.22,80,78,4.56,broken clouds
466,Awbari,LY,26.5921,12.7805,45.05,59,0,6.96,clear sky
467,Esna,EG,25.2934,32.554,46.42,45,2,8.16,clear sky
468,Tongliao,CN,43.6125,122.2653,9.75,68,7,10.63,clear sky
469,Rumes,BE,50.5446,3.3209,46.15,88,100,12.66,overcast clouds
470,Sharjah,AE,25.3573,55.4033,71.58,70,0,3.44,clear sky
471,Hastings,GB,50.8552,0.5729,50.38,80,100,25.01,overcast clouds
472,Leticia,CO,-4.2153,-69.9406,77.05,94,40,2.3,moderate rain
473,Severobaykalsk,RU,55.65,109.3167,-1.28,93,100,2.13,overcast clouds
474,Nelson,NZ,-41.2833,173.2833,70.81,90,100,3.0,moderate rain
475,Oksfjord,NO,70.2396,22.3479,16.72,93,78,19.3,broken clouds
476,Springfield,US,37.2153,-93.2982,15.89,88,100,5.01,mist
477,Mayaky,UA,47.4408,29.5599,21.87,93,9,5.88,clear sky
478,Barmer,IN,25.75,71.3833,69.69,18,0,9.66,clear sky
479,Bitung,ID,1.4451,125.1824,79.65,74,100,8.7,overcast clouds
480,Egvekinot,RU,66.3167,-179.1667,-6.54,72,1,17.4,clear sky
481,Nishihara,JP,26.1842,127.7558,63.68,77,75,23.02,broken clouds
482,Adrar,MR,20.5022,-10.0711,58.71,23,0,10.45,clear sky
483,Casselman,CA,45.3168,-75.0826,14.31,85,100,5.75,snow
484,Mackenzie,CA,55.2999,-123.1698,10.62,92,100,3.44,overcast clouds
485,Hailin,CN,44.5833,129.4167,8.04,70,98,11.39,overcast clouds
486,Pindiga,NG,9.9833,10.9333,61.83,18,15,10.65,few clouds
487,Klaksvik,FO,62.2266,-6.589,32.92,92,98,52.03,light snow
488,Nicoya,CR,10.1483,-85.452,74.75,79,2,2.66,clear sky
489,Faya,SA,18.3851,42.4509,51.91,43,4,4.23,clear sky
490,Vodnyy,RU,63.5046,53.4095,12.0,97,98,4.74,overcast clouds
491,Yichang,CN,30.7144,111.2847,50.97,37,2,3.51,clear sky
492,Lagunas,PE,-5.2269,-75.6753,73.31,88,98,1.81,light rain
493,Bonavista,CA,48.6499,-53.1147,39.11,94,100,22.64,light rain
494,Bershet,RU,57.7309,56.3783,20.46,96,100,3.65,light snow
495,Lata,PT,40.1629,-8.3327,47.07,97,98,1.52,overcast clouds
496,Tabuk,PH,17.4189,121.4443,80.35,70,69,5.77,broken clouds
497,Hurghada,EG,27.2574,33.8129,55.4,45,4,10.13,clear sky
498,Bukachacha,RU,52.9833,116.9167,5.05,64,13,5.32,few clouds
499,Fethiye,TR,36.6217,29.1164,48.07,74,41,9.37,scattered clouds
500,Sungaipenuh,ID,-2.0833,101.3833,74.88,79,60,1.41,broken clouds
501,Batticaloa,LK,7.7102,81.6924,79.74,68,3,4.18,clear sky
502,Miles City,US,46.4083,-105.8406,20.52,62,100,10.36,overcast clouds
503,Wad Madani,SD,14.4012,33.5199,70.48,18,12,16.69,few clouds
504,Zykovo,RU,55.9519,93.1461,7.54,82,100,4.45,overcast clouds
505,Ust-Nera,RU,64.5667,143.2,-11.24,95,86,3.2,overcast clouds
506,Mabaruma,GY,8.2,-59.7833,71.49,95,43,2.42,scattered clouds
507,Arbuzynka,UA,47.9097,31.3196,20.21,90,18,10.31,few clouds
508,Dudinka,RU,69.4058,86.1778,-21.8,100,60,4.05,broken clouds
509,Santa Luzia,BR,-19.7697,-43.8514,70.7,88,0,0.0,clear sky
510,Jamestown,US,42.097,-79.2353,20.52,67,100,7.0,mist
511,Addanki,IN,15.8167,79.9833,83.16,57,38,8.34,scattered clouds
512,Tortoli,IT,39.9256,9.6572,48.02,81,20,8.05,few clouds
513,Achit,RU,56.7985,57.8994,29.26,98,100,4.34,light snow
514,San Juan,AR,-31.5375,-68.5364,69.8,59,4,23.47,clear sky
515,Beringovskiy,RU,63.05,179.3167,-0.81,79,100,18.16,overcast clouds
516,Hauterive,FR,46.0901,3.4459,41.09,85,79,4.16,broken clouds
517,Rancho Palos Verdes,US,33.7445,-118.387,59.67,71,10,3.69,clear sky
518,Vagur,FO,61.4732,-6.8119,38.1,66,93,42.75,overcast clouds
